DATE,PAYEMS,PAYNSA,AHETPI,USCONS,USCONS_NSA,MANEMP,MANEMP_NSA,USTRADE,HOUST,UNRATE,UNRATENSA,EMRATIO,UEMPMEAN,UEMPMED,U2RATE,U1RATE,CPIAUCSL,UMCSENT,RRSFS,RSXFS,USSLIND,SPCS20RSA,SPCS2-RNSA,KCFSI,DGORDER,IPMAN
Desc,Non Farm Payroll,Non Farm Payroll NSA,Average Hourly Earnings of Production and Nonsupervisory Employees: Total Private,All Employees: Construction,All Employees: Construction NSA,All Employees: Manufacturing,All Employees: Manufacturing NSA,All Employees: Retail Trade,Housing Starts: Total: New Privately Owned Housing Units Started,Civilian Unemployment Rate,Civilian Unemployment Rate NSA,Civilian Employment-Population Ratio,Average Duration of Unemployment,Median Duration of Unemployment,Unemployment Rate: Job Losers,"Persons Unemployed 15 weeks or longer, as a percent of the civilian labor force",â€ Consumer Price Index for All Urban Consumers: All Items,University of Michigan: Consumer Sentiment,Advance Real Retail and Food Services Sales,Advance Retail Sales: Retail (Excluding Food Services),Leading Index for the United States,S&P Case-Shiller 20-City Home Price Index,S&P/Case-Shiller 20-City Composite Home Price Index,Kansas City Financial Stress Index,Manufacturer's New Orders: Durable Goods,Industrial Production: Manufacturing (NAICS)
1/1/1970,"71,176",70229,3.31,3615,3279,18424,18254,7425,1085,3.9,4.2,58,7.9,5.1,1.5,0.5,37.9,,,,,,,,,
2/1/1970,"71,304",70332,3.33,3703,3306,18361,18205,7441.8,1305,4.2,4.7,57.9,8,5.4,1.7,0.6,38.1,,,,,,,,,
3/1/1970,"71,452",70786,3.35,3697,3402,18360,18233,7465.1,1319,4.4,4.6,57.9,8.3,5.2,1.8,0.6,38.3,,,,,,,,,
4/1/1970,"71,348",71105,3.36,3669,3549,18207,18084,7447.2,1264,4.6,4.3,57.9,8.2,5.2,1.9,0.7,38.5,,,,,,,,,
5/1/1970,"71,123",71123,3.38,3634,3621,18029,17897,7453.1,1290,4.8,4.1,57.5,8.6,5.6,2.2,0.7,38.6,,,,,,,,,
6/1/1970,"71,029",71766,3.39,3636,3803,17930,18063,7453.6,1385,4.9,5.6,57.3,8.6,5.9,2.2,0.8,38.8,,,,,,,,,
7/1/1970,"71,053",71000,3.41,3645,3888,17877,17788,7462.9,1517,5,5.3,57.4,8.9,6.2,2.2,0.8,38.9,,,,,,,,,
8/1/1970,"70,933",70900,3.43,3649,3940,17779,17889,7460.5,1399,5.1,5,57.2,8.8,6.3,2.3,0.9,39,,,,,,,,,
9/1/1970,"70,948",71257,3.45,3618,3847,17692,17941,7478.9,1534,5.4,5.2,57,8.9,6.4,2.5,0.9,39.2,,,,,,,,,
10/1/1970,"70,519",71022,3.46,3626,3836,17173,17341,7495.7,1580,5.5,5.1,57,8.7,6.5,2.7,0.9,39.4,,,,,,,,,
11/1/1970,"70,409",70983,3.47,3643,3758,17024,17148,7466.6,1647,5.9,5.5,56.9,9.3,6.7,2.8,1,39.6,,,,,,,,,
12/1/1970,"70,790",71564,3.5,3688,3613,17309,17336,7514,1893,6.1,5.6,56.7,9.8,5.7,2.9,1.3,39.8,,,,,,,,,
1/1/1971,"70,866",69922,3.52,3643,3296,17280,17100,7556.4,1828,5.9,6.6,56.8,10.5,6.2,2.8,1.3,39.9,,,,,,,,,
2/1/1971,"70,806",69844,3.54,3633,3228,17216,17050,7554.9,1741,5.9,6.6,56.6,10.4,6.4,2.8,1.3,39.9,,,,,,,,,
3/1/1971,"70,859",70209,3.56,3674,3377,17154,17017,7569.4,1910,6,6.3,56.4,10.6,5.8,2.7,1.3,40,,,,,,,,,
4/1/1971,"71,037",70795,3.57,3735,3607,17149,17022,7600.5,1986,5.9,5.7,56.6,10.9,6.5,2.8,1.4,40.1,,,,,,,,,
5/1/1971,"71,247",71287,3.6,3750,3741,17225,17102,7623.1,2049,5.9,5.3,56.6,11.2,6.4,2.8,1.4,40.3,,,,,,,,,
6/1/1971,"71,253",72006,3.62,3759,3931,17139,17279,7639.7,2026,5.9,6.5,56.2,11.6,6.2,2.7,1.4,40.5,,,,,,,,,
7/1/1971,"71,315",71194,3.63,3786,4024,17126,17026,7669.2,2083,6,6.2,56.5,11.5,6.2,2.8,1.5,40.6,,,,,,,,,
8/1/1971,"71,370",71298,3.66,3786,4077,17115,17234,7696.8,2158,6.1,5.9,56.6,11.5,6.6,2.9,1.5,40.7,,,,,,,,,
9/1/1971,"71,617",71931,3.67,3820,4054,17154,17410,7720.7,2041,6,5.8,56.6,11.9,6.6,2.8,1.5,40.8,,,,,,,,,
10/1/1971,"71,642",72180,3.68,3867,4084,17126,17307,7728,2128,5.8,5.4,56.6,12.6,6.7,2.7,1.5,40.9,,,,,,,,,
11/1/1971,"71,846",72479,3.69,3903,4028,17166,17307,7729.3,2182,6,5.7,56.8,12,6.6,2.8,1.5,41,,,,,,,,,
12/1/1971,"72,108",72880,3.73,3867,3790,17202,17231,7787.1,2295,6,5.5,56.8,11.5,5.4,2.7,1.5,41.1,,,,,,,,,
1/1/1972,"72,445",71481,3.8,3912,3554,17283,17095,7891.7,2494,5.8,6.5,56.7,12.1,6.1,2.6,1.5,41.2,,,,,,,,,36.8951
2/1/1972,"72,652",71668,3.82,3888,3482,17361,17177,7924.4,2390,5.7,6.4,56.7,12.4,6,2.5,1.5,41.4,,,,,,,,,37.1481
3/1/1972,"72,945",72261,3.84,3921,3622,17447,17287,7946.6,2334,5.8,6.1,56.9,12.3,5.6,2.5,1.4,41.4,,,,,,,,,37.4013
4/1/1972,"73,163",72894,3.86,3931,3792,17508,17365,7972.6,2249,5.7,5.5,56.9,12.4,5.7,2.4,1.4,41.5,,,,,,,,,37.8512
5/1/1972,"73,467",73525,3.87,3957,3951,17602,17483,7989.3,2221,5.7,5.1,57,12.3,5.7,2.6,1.3,41.6,,,,,,,,,37.8891
6/1/1972,"73,760",74507,3.88,3969,4144,17641,17782,8019.4,2254,5.7,6.2,57,12.4,6.1,2.5,1.3,41.7,,,,,,,,,38.0113
7/1/1972,"73,708",73502,3.9,3939,4171,17556,17451,8032.3,2252,5.6,5.9,57,11.8,5.7,2.5,1.3,41.8,,,,,,,,,38.0241
8/1/1972,"74,138",74054,3.92,3983,4278,17741,17876,8066.4,2382,5.6,5.5,57.1,11.8,5.2,2.5,1.3,41.9,,,,,,,,,38.5168
9/1/1972,"74,263",74612,3.94,4000,4242,17774,18042,8073.1,2481,5.5,5.4,57,12.1,5.5,2.4,1.3,42.1,,,,,,,,,38.7874
10/1/1972,"74,673",75290,3.97,4038,4260,17893,18100,8124.5,2485,5.6,5.1,57,11.7,5,2.3,1.3,42.2,,,,,,,,,39.3854
11/1/1972,"74,967",75704,3.98,4002,4129,18005,18172,8170.1,2421,5.3,4.9,57.2,11.4,4.9,2.2,1.2,42.4,,,,,,,,,39.8907
12/1/1972,"75,270",76078,4.01,3937,3864,18158,18200,8224.1,2366,5.2,4.8,57.3,11.4,5,2.1,1.1,42.5,,,,,,,,,40.4801
1/1/1973,"75,621",74613,4.03,4004,3636,18276,18076,8255.3,2481,4.9,5.5,57.1,11,5.2,2,1.1,42.7,,,,,,,,,40.7585
2/1/1973,"76,017",74989,4.04,4071,3673,18410,18198,8280.8,2289,5,5.6,57.5,10.5,4.9,2,1,43,,,,,,,,,41.4288
3/1/1973,"76,285",75544,4.06,4089,3790,18493,18299,8306.8,2365,4.9,5.2,57.8,10.6,5.4,1.9,1,43.4,,,,,,,,,41.5045
4/1/1973,"76,455",76132,4.08,4106,3953,18530,18359,8323.7,2084,5,4.8,57.7,10,5.5,1.9,0.9,43.7,,,,,,,,,41.4458
5/1/1973,"76,646",76712,4.1,4137,4133,18564,18442,8351.3,2266,4.9,4.4,57.7,10.1,5.1,1.8,0.9,43.9,,,,,,,,,41.7113
6/1/1973,"76,887",77630,4.12,4193,4364,18606,18745,8370.6,2067,4.9,5.4,58,9.6,4.7,1.9,0.9,44.2,,,,,,,,,41.6985
7/1/1973,"76,911",76691,4.15,4232,4463,18598,18493,8367.9,2123,4.8,5,57.9,9.6,5,1.8,0.8,44.2,,,,,,,,,41.9061
8/1/1973,"77,166",77095,4.16,4233,4527,18629,18784,8381.3,2051,4.8,4.7,57.8,9.8,5.1,1.9,0.9,45,,,,,,,,,41.7772
9/1/1973,"77,276",77682,4.19,4237,4484,18609,18902,8400.3,1874,4.8,4.7,57.9,9.4,4.8,1.9,0.9,45.2,,,,,,,,,42.1757
10/1/1973,"77,606",78306,4.21,4232,4457,18702,18942,8442.5,1677,4.6,4.2,58.1,10.2,5,1.7,0.9,45.6,,,,,,,,,42.525
11/1/1973,"77,912",78707,4.23,4232,4356,18773,18965,8481.6,1724,4.8,4.6,58.2,9.9,4.6,1.9,0.9,45.9,,,,,,,,,42.8513
12/1/1973,"78,035",78839,4.25,4239,4173,18820,18864,8473.8,1526,4.9,4.6,58.2,9.5,5.3,2,0.8,46.3,,,,,,,,,42.8786
1/1/1974,"78,104",77045,4.26,4196,3828,18788,18574,8462.9,1451,5.1,5.7,58.2,9.5,5.7,2.2,0.9,46.8,,,,,,,,,42.5103
2/1/1974,"78,254",77163,4.29,4259,3868,18727,18479,8460.4,1752,5.2,5.8,58.2,9.6,5,2.2,0.9,47.3,,,,,,,,,42.3253
3/1/1974,"78,296",77485,4.31,4255,3953,18700,18471,8469.9,1555,5.1,5.3,58.2,9.7,5.3,2.2,0.9,47.8,,,,,,,,,42.3132
4/1/1974,"78,382",78035,4.34,4225,4068,18702,18516,8497.7,1607,5.1,4.8,58,9.8,5.5,2.2,1,48.1,,,,,,,,,42.1333
5/1/1974,"78,547",78637,4.39,4198,4196,18688,18573,8530.4,1426,5.1,4.6,58,9.6,5.2,2.1,1,48.6,,,,,,,,,42.4058
6/1/1974,"78,602",79336,4.43,4146,4308,18690,18826,8539.7,1513,5.4,5.8,58,9.7,5.7,2.2,1,49,,,,,,,,,42.4619
7/1/1974,"78,635",78438,4.45,4045,4273,18656,18559,8568.8,1316,5.5,5.7,58,9.9,6.3,2.3,1,49.3,,,,,,,,,42.3786
8/1/1974,"78,619",78584,4.49,4059,4353,18570,18745,8565,1142,5.5,5.3,57.8,9.8,7.1,2.3,1,49.9,,,,,,,,,42.0184
9/1/1974,"78,611",79084,4.53,4009,4260,18492,18817,8590.1,1150,5.9,5.7,57.7,9.6,7.2,2.5,1.1,50.6,,,,,,,,,42.096
10/1/1974,"78,629",79381,4.56,3972,4200,18364,18620,8624.3,1070,6,5.5,57.6,9.9,8.7,2.6,1.2,51,,,,,,,,,41.765
11/1/1974,"78,261",79060,4.57,3911,4035,18077,18266,8585.9,1026,6.6,6.2,57.3,9.6,9.4,3.1,1.2,51.5,,,,,,,,,40.4774
12/1/1974,"77,657",78419,4.61,3860,3800,17693,17724,8524,975,7.2,6.7,56.9,10.1,8.8,3.5,1.4,51.9,,,,,,,,,38.6348
1/1/1975,"77,297",76189,4.61,3841,3474,17344,17115,8514.8,1032,8.1,9,56.4,10.7,8.6,4.2,1.7,52.3,,,,,,,,,37.8207
2/1/1975,"76,919",75764,4.63,3718,3322,17004,16734,8525.2,904,8.1,9.1,56.1,11.7,9.2,4.4,2,52.6,,,,,,,,,36.7422
3/1/1975,"76,649",75808,4.66,3628,3319,16853,16612,8524,993,8.6,9.1,56,11.8,9.2,4.7,2.2,52.8,,,,,,,,,36.2549
4/1/1975,"76,461",76142,4.66,3565,3412,16759,16579,8488.5,1005,8.8,8.6,55.9,12.9,8.6,4.9,2.6,53,,,,,,,,,36.2123
5/1/1975,"76,623",76774,4.68,3552,3553,16746,16656,8534.6,1121,9,8.3,56,13.4,9.5,5.2,2.8,53.1,,,,,,,,,36.1756
6/1/1975,"76,520",77270,4.72,3526,3684,16690,16831,8579.2,1087,8.8,9.1,55.8,15.3,9,5.1,3,53.5,,,,,,,,,36.4892
7/1/1975,"76,769",76592,4.73,3501,3734,16678,16593,8611.2,1226,8.6,8.7,56,15,9,4.9,3.1,54,,,,,,,,,36.9961
8/1/1975,"77,155",77120,4.77,3547,3842,16824,16997,8652.9,1260,8.4,8.2,56.1,15.6,8.2,4.8,3,54.2,,,,,,,,,37.4086
9/1/1975,"77,230",77726,4.79,3573,3827,16904,17228,8654.8,1264,8.4,8.1,56.1,16.1,8.7,5,3.1,54.6,,,,,,,,,38.0456
10/1/1975,"77,535",78283,4.81,3587,3815,16984,17226,8684.3,1344,8.4,7.8,56.1,15.4,8.2,4.6,2.9,54.9,,,,,,,,,38.2535
11/1/1975,"77,680",78437,4.85,3604,3731,17025,17184,8697.8,1360,8.3,7.8,56,16.6,8.3,4.5,3,55.3,,,,,,,,,38.3714
12/1/1975,"78,018",78726,4.87,3641,3581,17140,17149,8741.1,1321,8.2,7.8,56.1,16.5,7.8,4.2,3,55.6,,,,,,,,,38.8605
1/1/1976,"78,506",77376,4.9,3688,3320,17287,17065,8805.4,1367,7.9,8.8,56.4,16.6,7.7,3.9,2.9,55.8,,,,,,,,,39.3975
2/1/1976,"78,817",77605,4.94,3687,3273,17384,17117,8867.8,1538,7.7,8.7,56.5,16.3,7.9,3.8,2.7,55.9,,,,,,,,,40.0066
3/1/1976,"79,049",78214,4.96,3685,3363,17470,17252,8882.4,1421,7.6,8.1,56.7,16.5,7.8,3.8,2.6,56,,,,,,,,,40.0825
4/1/1976,"79,292",79042,4.98,3684,3539,17541,17393,8933.2,1395,7.7,7.4,56.8,15.9,7.7,3.8,2.3,56.1,,,,,,,,,40.3358
5/1/1976,"79,311",79534,5.02,3649,3655,17513,17453,8955.9,1459,7.4,6.8,57,15,8.4,3.7,2.2,56.4,,,,,,,,,40.5434
6/1/1976,"79,376",80164,5.04,3632,3796,17521,17668,8952,1495,7.6,8,56.8,16.9,8,3.9,2.4,56.7,,,,,,,,,40.5515
7/1/1976,"79,547",79393,5.07,3627,3869,17524,17446,8979,1401,7.8,7.8,57,15.7,7.5,3.9,2.4,57,,,,,,,,,40.851
8/1/1976,"79,704",79659,5.12,3632,3931,17596,17743,9012.8,1550,7.8,7.6,57,15.6,7.2,3.8,2.5,57.3,,,,,,,,,41.1139
9/1/1976,"79,892",80362,5.15,3634,3888,17665,17956,9034.3,1720,7.6,7.4,56.9,15.2,7.2,3.8,2.4,57.6,,,,,,,,,41.1973
10/1/1976,"79,905",80593,5.17,3645,3873,17548,17751,9045.3,1629,7.7,7.2,56.9,15.2,7.3,3.7,2.4,57.9,,,,,,,,,41.1616
11/1/1976,"80,237",80953,5.21,3678,3810,17682,17805,9055.6,1641,7.8,7.4,57,15.3,7.9,3.8,2.4,58.1,,,,,,,,,41.6884
12/1/1976,"80,448",81129,5.23,3688,3626,17719,17721,9076,1804,7.8,7.4,57,15.1,6.2,3.8,2.4,58.4,,,,,,,,,42.1332
1/1/1977,"80,692",79540,5.26,3660,3283,17803,17601,9129.4,1527,7.5,8.3,57,15.2,7.1,3.5,2.3,58.7,,,,,,,,,42.0439
2/1/1977,"80,988",79747,5.3,3775,3339,17843,17604,9159.5,1943,7.6,8.5,57.2,14.7,7,3.6,2.2,59.3,,,,,,,,,42.7908
3/1/1977,"81,391",80604,5.33,3859,3521,17941,17771,9217.8,2063,7.4,7.9,57.4,14.5,6.7,3.4,2.1,59.6,,,,,,,,,43.4178
4/1/1977,"81,729",81539,5.37,3904,3763,18024,17910,9253.9,1892,7.2,6.9,57.6,14.4,6.9,3.2,2,60,,,,,,,,,43.84
5/1/1977,"82,089",82376,5.4,3930,3944,18107,18068,9299.1,1971,7,6.4,57.8,14.9,7,3.1,2,60.2,,,,,,,,,44.2401
6/1/1977,"82,488",83338,5.43,3962,4140,18192,18346,9343.6,1893,7.2,7.5,57.9,14.4,6.8,3.1,1.9,60.5,,,,,,,,,44.6187
7/1/1977,"82,836",82677,5.46,3981,4240,18259,18176,9372.8,2058,6.9,7,57.8,14.3,6.5,3.1,1.9,60.8,,,,,,,,,44.6338
8/1/1977,"83,074",82971,5.48,3995,4299,18276,18381,9412.6,2020,7,6.8,58,13.9,6.7,3.2,1.8,61.1,,,,,,,,,44.8369
9/1/1977,"83,532",83922,5.51,4023,4275,18334,18569,9458.1,1949,6.8,6.6,58.1,14,6.2,3.1,1.9,61.3,,,,,,,,,44.8757
10/1/1977,"83,794",84423,5.56,4034,4262,18356,18518,9499.4,2042,6.8,6.4,58.2,13.7,6.1,3,1.8,61.6,,,,,,,,,44.9911
11/1/1977,"84,173",84868,5.59,4058,4191,18419,18517,9555,2042,6.8,6.5,58.6,13.6,5.7,3,1.8,62,,,,,,,,,45.0722
12/1/1977,"84,408",85105,5.61,4087,4027,18531,18541,9607.8,2142,6.4,6,58.7,13.6,6,2.8,1.7,62.3,,,,,,,,,45.5748
1/1/1978,"84,595",83442,5.66,4029,3646,18593,18419,9641.4,1718,6.4,7.1,58.8,12.9,5.8,2.8,1.6,62.7,83.7,,,,,,,,44.9062
2/1/1978,"84,948",83738,5.69,4058,3610,18639,18448,9670,1738,6.3,6.9,58.8,12.5,5.8,2.7,1.6,63,84.3,,,,,,,,45.0488
3/1/1978,"85,461",84732,5.73,4178,3825,18699,18580,9714.1,2032,6.3,6.6,58.8,12.4,5.6,2.6,1.5,63.4,78.8,,,,,,,,45.8326
4/1/1978,"86,163",86037,5.79,4308,4162,18772,18693,9765.6,2197,6.1,5.8,59.2,12.3,5.9,2.6,1.5,63.9,81.6,,,,,,,,46.5973
5/1/1978,"86,509",86842,5.82,4302,4323,18848,18805,9826.1,2075,6,5.5,59.3,12.1,5.5,2.5,1.4,64.5,82.9,,,,,,,,46.7707
6/1/1978,"86,951",87830,5.87,4379,4566,18919,19062,9886.3,2070,5.9,6.2,59.5,12.1,5.6,2.4,1.3,65,80,,,,,,,,47.1507
7/1/1978,"87,205",87002,5.9,4403,4672,18951,18849,9926.8,2092,6.2,6.3,59.3,12,5.9,2.5,1.3,65.5,82.4,,,,,,,,47.1224
8/1/1978,"87,481",87305,5.93,4420,4725,19006,19070,9951,1996,5.9,5.9,59.4,11.4,5.9,2.4,1.2,65.9,78.4,,,,,,,,47.3799
9/1/1978,"87,618",87932,5.97,4424,4671,19068,19262,9978.1,1970,6,5.8,59.5,11.4,5.9,2.4,1.3,66.5,80.4,,,,,,,,47.6305
10/1/1978,"87,954",88549,6.03,4447,4678,19142,19279,10019.9,1981,5.8,5.4,59.7,11.7,5.4,2.4,1.3,67.1,79.3,,,,,,,,47.9861
11/1/1978,"88,391",89099,6.06,4453,4590,19257,19353,10066.1,2094,5.9,5.6,59.8,11.1,5.6,2.4,1.2,67.5,75,,,,,,,,48.4315
12/1/1978,"88,673",89408,6.1,4450,4399,19334,19363,10091.2,2044,6,5.7,59.8,10.6,5.6,2.5,1.2,67.9,66.1,,,,,,,,48.8005
1/1/1979,"88,810",87650,6.14,4373,3988,19388,19236,10120.4,1630,5.9,6.4,59.9,11.1,5.9,2.5,1.2,68.5,72.1,,,,,,,,48.3946
2/1/1979,"89,054",87889,6.18,4389,3936,19409,19253,10143,1520,5.9,6.4,60.1,11.2,4.8,2.5,1.2,69.2,73.9,,,,,,,,48.569
3/1/1979,"89,480",88792,6.22,4552,4193,19453,19366,10173.3,1847,5.8,6.1,60,11.7,5.5,2.5,1.3,69.9,68.4,,,,,,,,48.8004
4/1/1979,"89,418",89313,6.22,4516,4361,19450,19388,10179.3,1748,5.8,5.5,59.8,11,5.5,2.5,1.2,70.6,66,,,,,,,,48.042
5/1/1979,"89,791",90126,6.28,4565,4588,19509,19453,10174.2,1876,5.6,5.2,59.8,11.1,5.3,2.2,1.2,71.4,68.1,,,,,,,,48.6361
6/1/1979,"90,109",90971,6.32,4604,4790,19553,19676,10165.1,1913,5.7,6,59.9,10.4,5.7,2.2,1.1,72.2,65.8,,,,,,,,48.6868
7/1/1979,"90,215",89976,6.36,4621,4890,19531,19415,10131.7,1760,5.7,5.9,60,10.3,5.3,2.4,1.1,73,60.4,,,,,,,,48.7297
8/1/1979,"90,297",90072,6.4,4634,4935,19406,19448,10136.6,1778,6,5.9,59.8,10.6,5.8,2.6,1.1,73.7,64.5,,,,,,,,48.0716
9/1/1979,"90,325",90616,6.45,4625,4869,19442,19627,10169.3,1832,5.9,5.7,60,10.5,6,2.5,1.1,74.4,66.7,,,,,,,,48.1993
10/1/1979,"90,482",91089,6.47,4620,4853,19390,19525,10225.3,1681,6,5.6,59.9,10.5,5.8,2.6,1.2,75.2,62.1,,,,,,,,48.3661
11/1/1979,"90,576",91287,6.51,4617,4755,19299,19395,10266.7,1524,5.9,5.6,60,10.6,5.7,2.7,1.2,76,63.3,,,,,,,,48.2144
12/1/1979,"90,673",91415,6.57,4630,4590,19301,19331,10266.9,1498,6,5.7,60.1,10.8,6.4,2.7,1.2,76.9,61,,,,,,,,48.3719
1/1/1980,"90,802",89631,6.57,4625,4246,19282,19132,10268.9,1341,6.3,6.9,60,10.4,7,3,1.3,78,67,,,,,,,,48.591
2/1/1980,"90,882",89764,6.63,4605,4156,19219,19083,10293.9,1350,6.3,6.8,60,10.6,7.5,3,1.3,79,66.9,,,,,,,,48.5245
3/1/1980,"90,994",90324,6.7,4548,4194,19217,19139,10299.5,1047,6.3,6.6,59.7,11,7.7,3,1.4,80.1,56.5,,,,,,,,48.1624
4/1/1980,"90,850",90747,6.72,4473,4311,18973,18919,10235.6,1051,6.9,6.7,59.4,11.4,7.5,3.5,1.6,80.9,52.7,,,,,,,,47.1317
5/1/1980,"90,419",90763,6.76,4434,4455,18726,18665,10218.9,927,7.5,7.1,59.1,10.9,7.7,3.9,1.6,81.7,51.7,,,,,,,,45.6751
6/1/1980,"90,099",90922,6.82,4395,4572,18490,18591,10205,1196,7.6,7.8,58.9,11.3,7.5,4.1,1.6,82.5,58.7,,,,,,,,44.9566
7/1/1980,"89,837",89582,6.86,4351,4613,18276,18164,10194.1,1269,7.8,7.9,58.8,11.8,7.4,4.3,1.9,82.6,62.3,,,,,,,,44.4208
8/1/1980,"90,097",89865,6.91,4377,4670,18414,18456,10213.6,1436,7.7,7.6,58.8,12.4,7.1,4.2,2,83.2,67.3,,,,,,,,44.7799
9/1/1980,"90,210",90530,6.95,4401,4645,18445,18641,10226.1,1471,7.5,7.2,58.9,12.9,7.1,4.1,2.2,83.9,73.7,,,,,,,,45.5405
10/1/1980,"90,491",91128,7.02,4411,4647,18506,18648,10233.9,1523,7.5,7.1,58.9,13.1,7.4,4,2.1,84.7,75,,,,,,,,46.4029
11/1/1980,"90,748",91475,7.09,4409,4553,18601,18699,10253,1510,7.5,7.1,59,13.6,6.9,3.9,2.2,85.6,76.7,,,,,,,,47.2845
12/1/1980,"90,943",91661,7.13,4415,4381,18640,18653,10272,1482,7.2,6.9,59,13.7,6.6,3.9,2.2,86.4,64.5,,,,,,,,47.4036
1/1/1981,"91,037",89837,7.19,4374,4000,18639,18482,10289.3,1547,7.5,8.2,59.1,14.3,7.1,3.7,2.2,87.2,71.4,,,,,,,,47.2545
2/1/1981,"91,105",89985,7.23,4357,3910,18613,18468,10320.2,1246,7.4,8,59.2,14.1,7.2,3.8,2.2,88,66.9,,,,,,,,46.9908
3/1/1981,"91,210",90520,7.29,4396,4049,18647,18559,10330.8,1306,7.4,7.7,59.4,14,6.8,3.7,2.1,88.6,66.5,,,,,,,,47.1539
4/1/1981,"91,283",91157,7.33,4414,4249,18711,18647,10367.3,1360,7.2,7,59.6,13.9,6.8,3.6,2,89.1,72.4,,,,,,,,47.4028
5/1/1981,"91,293",91647,7.37,4343,4360,18766,18720,10381.2,1140,7.5,7.1,59.5,13.6,6.9,3.7,2,89.7,76.3,,,,,,,,47.6157
6/1/1981,"91,490",92296,7.42,4311,4482,18789,18890,10392.5,1045,7.5,7.7,59,13.7,6.9,3.8,2.1,90.5,73.1,,,,,,,,47.3593
