DATE,PAYEMS,PAYNSA,AHETPI,USCONS,USCONS_NSA,MANEMP,MANEMP_NSA,USTRADE,HOUST,UNRATE,UNRATENSA,EMRATIO,UEMPMEAN,UEMPMED,U2RATE,U1RATE,CPIAUCSL,UMCSENT,RRSFS,RSXFS,USSLIND,SPCS20RSA,SPCS2-RNSA,KCFSI,DGORDER,IPMAN
7/1/1981,"91,602",91371,7.46,4299,4553,18785,18699,10400.4,1041,7.2,7.3,59.1,13.8,7.1,3.6,2,91.5,74.1,,,,,,,,47.4579
8/1/1981,"91,566",91378,7.53,4278,4568,18748,18812,10408.4,940,7.4,7.2,59.1,14.4,7.5,3.8,2.1,92.2,77.2,,,,,,,,47.4825
9/1/1981,"91,479",91876,7.57,4254,4503,18712,18927,10401.8,911,7.6,7.3,58.7,13.6,7.7,4,2.1,93.1,73.1,,,,,,,,47.246
10/1/1981,"91,380",92054,7.59,4238,4475,18566,18710,10388.4,873,7.9,7.5,58.8,13.5,8.1,4.1,2.1,93.4,70.3,,,,,,,,46.7946
11/1/1981,"91,171",91888,7.64,4209,4356,18409,18492,10351.8,837,8.3,7.9,58.6,13.1,8.5,4.4,2.1,93.8,62.5,,,,,,,,46.1846
12/1/1981,"90,893",91555,7.64,4177,4142,18223,18203,10326.8,910,8.5,8.3,58.2,13.1,9.5,4.8,2.2,94.1,64.3,,,,,,,,45.363
1/1/1982,"90,567",89328,7.72,4069,3703,18047,17874,10324.7,843,8.6,9.4,58.2,13.4,8.5,4.9,2.2,94.4,71,,,-0.95,,,,,44.2659
2/1/1982,"90,562",89417,7.73,4131,3687,17981,17826,10345.6,866,8.9,9.6,58.2,14.1,8.7,4.8,2.5,94.7,66.5,,,-0.44,,,,,45.4983
3/1/1982,"90,432",89710,7.76,4108,3760,17857,17762,10351.5,931,9,9.5,58.1,14.1,9.5,5.2,2.7,94.7,62,,,-0.21,,,,,45.1153
4/1/1982,"90,152",89993,7.77,4083,3916,17683,17611,10358.6,917,9.3,9.2,57.9,14.5,9.7,5.4,2.8,95,65.5,,,-0.17,,,,,44.8104
5/1/1982,"90,107",90478,7.83,4092,4107,17588,17564,10387.5,1025,9.4,9.1,58.2,14.9,10,5.4,3,95.9,67.5,,,-0.11,,,,,44.7418
6/1/1982,"89,864",90669,7.85,4030,4198,17430,17537,10393.2,902,9.6,9.8,57.8,15.7,10.2,5.6,3.1,97,65.7,,,-0.12,,,,,44.6762
7/1/1982,"89,522",89338,7.89,4001,4255,17278,17221,10400.1,1166,9.8,9.8,57.7,15.4,11.1,5.8,3.2,97.5,65.4,,,-0.15,,,,,44.6395
8/1/1982,"89,364",89212,7.94,3977,4268,17160,17249,10401,1046,9.8,9.6,57.8,16.2,9.8,5.8,3.3,97.7,65.4,,,-0.31,,,,,44.2323
9/1/1982,"89,183",89628,7.94,3962,4217,17074,17285,10386.6,1144,10.1,9.7,57.6,16.6,10.4,6.2,3.5,97.7,69.3,,,-0.3,,,,,44.1244
10/1/1982,"88,906",89598,7.96,3940,4176,16853,16988,10375.3,1173,10.4,9.9,57.4,17.2,10.9,6.6,3.8,98.1,73.4,,,-0.1,,,,,43.5899
11/1/1982,"88,783",89495,7.98,3947,4093,16722,16785,10357.4,1372,10.8,10.4,57.3,17.1,12.3,6.6,4,98,72.1,,,0.37,,,,,43.2867
12/1/1982,"88,769",89396,8.02,3948,3907,16690,16653,10368.1,1303,10.8,10.5,57.2,18.1,11.3,6.4,4.2,97.7,71.9,,,0.84,,,,,43.1352
1/1/1983,"88,993",87729,8.06,4021,3656,16705,16530,10426.4,1586,10.4,11.4,57.2,19.4,10.1,6.2,4.2,97.9,70.4,,,1.41,,,,,44.1944
2/1/1983,"88,918",87741,8.1,3964,3517,16706,16543,10435,1699,10.4,11.3,57.1,19.2,9.3,6.2,4.2,98,74.6,,,1.63,,,,,44.1582
3/1/1983,"89,090",88344,8.1,3942,3588,16711,16612,10473.8,1606,10.3,10.8,57.1,19.4,9.3,6.2,4.2,98.1,80.8,,,1.74,,,,,44.5781
4/1/1983,"89,366",89187,8.13,3948,3780,16794,16720,10504.1,1472,10.2,10,57.3,19.5,9.4,6.1,3.9,98.8,89.1,,,1.8,,,,,45.0963
5/1/1983,"89,643",90019,8.17,3960,3973,16885,16873,10536.7,1776,10.1,9.8,57.3,20.5,9.3,6.1,4.1,99.2,93.3,,,2.03,,,,,45.689
6/1/1983,"90,022",90844,8.19,4006,4177,16960,17078,10585.7,1733,10.1,10.2,57.8,20.8,8.7,5.9,4,99.4,92.2,,,2.54,,,,,46.0618
7/1/1983,"90,440",90271,8.23,4055,4313,17059,17017,10655,1785,9.4,9.4,58.1,21.2,9.1,5.5,3.9,99.8,92.8,,,2.96,,,,,46.7682
8/1/1983,"90,132",89998,8.2,4100,4398,17118,17223,10689.3,1910,9.5,9.2,58.2,20,8.3,5.5,3.6,100.1,90.9,,,2.5,,,,,47.1197
9/1/1983,"91,247",91719,8.26,4138,4401,17255,17448,10756.1,1710,9.2,8.8,58.4,20.2,8.3,5.3,3.4,100.4,89.9,,,2.77,,,,,48.0487
10/1/1983,"91,518",92233,8.31,4178,4415,17367,17486,10798.3,1715,8.8,8.4,58.4,20.2,8.2,4.9,3.3,100.8,89.3,,,3.09,,,,,48.5825
11/1/1983,"91,871",92592,8.32,4217,4358,17479,17530,10848.1,1785,8.5,8.1,58.7,19.7,9.1,4.7,3.1,101.1,91.1,,,3.37,,,,,48.7773
12/1/1983,"92,227",92863,8.33,4248,4199,17551,17516,10899.2,1688,8.3,8,58.8,19.2,7.5,4.5,3,101.4,94.2,,,2.93,,,,,48.9449
1/1/1984,"92,673",91374,8.38,4305,3941,17630,17461,10976.1,1897,8,8.8,58.8,20.4,7.5,4.3,2.9,102.1,100.1,,,3.06,,,,,49.8522
2/1/1984,"93,154",91940,8.37,4410,3954,17728,17575,11017.8,2260,7.8,8.4,59.1,19,7.3,4.2,2.7,102.6,97.4,,,3.27,,,,,50.382
3/1/1984,"93,429",92659,8.41,4393,4033,17806,17714,11056.6,1663,7.8,8.1,59.1,19.1,7.6,4.1,2.6,102.9,101,,,2.99,,,,,50.611
4/1/1984,"93,792",93614,8.45,4423,4259,17872,17803,11101.2,1851,7.7,7.6,59.3,18.9,7.2,4,2.5,103.3,96.1,,,2.64,,,,,50.8947
5/1/1984,"94,100",94489,8.44,4456,4475,17916,17901,11123.8,1774,7.4,7.2,59.7,18.8,7.2,3.8,2.5,103.5,98.1,,,2.46,,,,,51.0089
6/1/1984,"94,479",95305,8.48,4507,4681,17967,18086,11181.5,1843,7.2,7.4,59.9,18.1,7.3,3.7,2.3,103.7,95.5,,,2.41,,,,,51.2467
7/1/1984,"94,792",94607,8.52,4534,4799,18013,17967,11236.7,1732,7.5,7.5,59.8,18,6.8,3.9,2.3,104.1,96.6,,,2.17,,,,,51.4869
8/1/1984,"95,034",94888,8.52,4547,4852,18034,18140,11267.3,1586,7.5,7.3,59.6,17.3,7.1,3.7,2.3,104.4,99.1,,,1.87,,,,,51.5553
9/1/1984,"95,344",95808,8.56,4576,4845,18019,18185,11319.8,1698,7.3,7.1,59.7,17,7.1,3.7,2.2,104.7,100.9,,,1.97,,,,,51.4346
10/1/1984,"95,630",96362,8.55,4590,4829,18024,18128,11387.1,1590,7.4,7,59.7,16.7,6.9,3.8,2.2,105.1,96.3,,,1.9,,,,,51.6228
11/1/1984,"95,979",96738,8.57,4617,4750,18016,18066,11498.2,1689,7.2,6.9,59.8,17,6.9,3.6,2.1,105.3,95.7,,,1.96,,,,,51.796
12/1/1984,"96,107",96793,8.61,4652,4598,18023,18013,11495,1612,7.3,7,59.9,16.8,6.6,3.7,2.1,105.5,92.9,,,1.83,,,,,51.9795
1/1/1985,"96,373",95049,8.61,4668,4298,18009,17860,11518.2,1711,7.3,8,59.9,15.9,6.9,3.7,2,105.7,96,,,2.14,,,,,51.7792
2/1/1985,"96,497",95259,8.64,4662,4195,17966,17825,11539,1632,7.2,7.8,60,15.9,7.1,3.7,2.1,106.3,93.7,,,1.91,,,,,51.5733
3/1/1985,"96,843",96055,8.67,4730,4362,17939,17851,11628.3,1800,7.2,7.5,60.2,16.1,6.9,3.6,2.1,106.8,93.7,,,1.98,,,,,51.976
4/1/1985,"97,039",96875,8.69,4764,4606,17886,17819,11664.9,1821,7.3,7.1,60.1,16.4,7.1,3.7,2.1,107,94.6,,,1.94,,,,,51.7605
5/1/1985,"97,313",97726,8.7,4787,4815,17855,17831,11721.3,1680,7.2,7,60.1,15.3,7,3.4,2,107.2,91.8,,,2.08,,,,,51.8665
6/1/1985,"97,459",98279,8.74,4789,4965,17819,17933,11754.8,1676,7.4,7.5,59.8,15.5,6.8,3.6,2,107.5,96.5,,,1.87,,,,,51.9548
7/1/1985,"97,649",97418,8.74,4799,5067,17776,17718,11765.1,1684,7.4,7.4,59.9,15.5,6.7,3.7,2,107.7,94,,,1.83,,,,,51.6431
8/1/1985,"97,842",97667,8.77,4823,5136,17756,17853,11804.8,1743,7.1,6.9,60,15.3,6.9,3.6,2,107.9,92.4,,,1.98,,,,,51.95
9/1/1985,"98,045",98476,8.8,4852,5121,17718,17867,11818.4,1676,7.1,6.9,60.3,15.3,6.8,3.6,1.9,108.1,92.1,,,1.99,,,,,52.0342
10/1/1985,"98,233",98987,8.79,4868,5112,17708,17804,11832.5,1834,7.1,6.8,60.3,15.3,6.7,3.5,2,108.5,88.4,,,2.03,,,,,51.9032
11/1/1985,"98,442",99240,8.82,4879,5008,17697,17756,11860.8,1698,7,6.7,60.4,15.7,6.8,3.5,1.9,109,90.9,,,1.83,,,,,52.2571
12/1/1985,"98,609",99356,8.87,4887,4829,17693,17705,11887.2,1942,7,6.7,60.4,15.1,7,3.4,1.9,109.5,93.9,,,1.93,,,,,52.477
1/1/1986,"98,734",97397,8.85,4908,4531,17686,17551,11895.4,1972,6.7,7.3,60.6,14.8,6.9,3.2,1.8,109.9,95.6,,,2.02,,,,,53.0658
2/1/1986,"98,841",97590,8.88,4904,4424,17663,17535,11896.1,1848,7.2,7.8,60.3,15.2,7.1,3.5,2,109.7,95.9,,,1.49,,,,,52.7997
3/1/1986,"98,935",98138,8.89,4914,4538,17624,17536,11960,1876,7.2,7.5,60.5,14.6,7.4,3.6,1.9,109.1,95.1,,,1.27,,,,,52.6316
4/1/1986,"99,122",98973,8.89,4950,4797,17616,17546,11991,1933,7.1,7,60.5,14.7,7,3.4,1.8,108.7,96.2,,,1.43,,,,,52.7276
5/1/1986,"99,249",99667,8.9,4924,4960,17593,17559,12035.8,1854,7.2,7,60.5,14.7,7.1,3.6,1.9,109,94.8,,,1.46,,,,,52.8095
6/1/1986,"99,155",99973,8.91,4917,5098,17530,17637,12051.8,1847,7.2,7.3,60.7,15.2,7.1,3.6,2,109.4,99.3,,,1.41,,,,,52.6339
7/1/1986,"99,473",99219,8.92,4930,5206,17497,17431,12103.2,1782,7,7,60.8,15.2,6.9,3.5,1.9,109.5,97.7,,,1.53,,,,,52.8851
8/1/1986,"99,587",99393,8.94,4943,5265,17489,17576,12150.4,1807,6.9,6.7,60.8,15.5,6.6,3.3,1.9,109.6,94.9,,,1.46,,,,,53.0672
9/1/1986,"99,934",100317,8.94,4939,5207,17498,17635,12193.7,1687,7,6.8,60.8,15.4,6.6,3.4,2,110,91.9,,,1.7,,,,,53.1738
10/1/1986,"100,120",100886,8.96,4954,5199,17477,17570,12207.7,1681,7,6.6,60.9,15.2,7.1,3.4,1.8,110.2,95.6,,,1.64,,,,,53.3843
11/1/1986,"100,306",101141,9,4960,5087,17472,17541,12223,1623,6.9,6.6,60.9,15,6.6,3.3,1.9,110.4,91.4,,,1.68,,,,,53.632
12/1/1986,"100,511",101300,9.01,4993,4932,17478,17505,12234.7,1833,6.6,6.3,61,15,6.5,3.3,1.8,110.8,89.1,,,2.22,,,,,54.0939
1/1/1987,"100,683",99334,9.02,5007,4622,17465,17339,12222.7,1774,6.6,7.3,61,14.9,6.5,3.3,1.8,111.4,90.4,,,1.69,,,,,53.9325
2/1/1987,"100,915",99657,9.05,5038,4550,17499,17377,12248.1,1784,6.6,7.2,61.1,14.7,6.4,3.2,1.8,111.8,90.2,,,1.86,,,,,54.7196
3/1/1987,"101,164",100367,9.07,5039,4655,17507,17414,12304.9,1726,6.6,6.9,61.2,14.9,6,3.2,1.7,112.2,90.8,,,1.8,,,,,54.748
4/1/1987,"101,502",101369,9.08,5053,4904,17525,17452,12353.5,1614,6.3,6.2,61.3,14.8,6.3,3.1,1.8,112.7,92.8,,,2,,,,,55.0792
5/1/1987,"101,728",102135,9.11,5080,5118,17542,17503,12372.9,1628,6.3,6.1,61.6,14.9,6.2,3,1.8,113,91.1,,,2.11,,,,,55.4726
6/1/1987,"101,900",102742,9.11,5086,5274,17537,17639,12410.3,1594,6.2,6.3,61.4,14.9,6,3,1.7,113.5,91.5,,,1.87,,,,,55.6505
7/1/1987,"102,247",101990,9.12,5092,5378,17593,17528,12448.7,1575,6.1,6.1,61.6,14.2,6.2,2.9,1.6,113.8,93.7,,,2.11,,,,,56.092
8/1/1987,"102,418",102219,9.18,5102,5432,17630,17716,12458.7,1605,6,5.8,61.8,14.4,6.3,2.8,1.6,114.3,94.4,,,1.95,,,,,56.4482
9/1/1987,"102,646",102986,9.19,5096,5362,17691,17823,12489.4,1695,5.9,5.7,61.6,14.2,6.4,2.8,1.6,114.7,93.6,,,1.98,,,,,56.7804
10/1/1987,"103,138",103893,9.22,5142,5386,17729,17821,12555.8,1515,6,5.7,61.8,14,5.9,2.9,1.5,115,89.3,,,2.04,,,,,57.7248
11/1/1987,"103,370",104232,9.27,5152,5281,17775,17855,12579.6,1656,5.8,5.6,61.9,14,5.9,2.7,1.5,115.4,83.1,,,2.09,,,,,58.0428
12/1/1987,"103,664",104472,9.28,5180,5112,17809,17841,12589.7,1400,5.7,5.4,62,14.2,5.8,2.6,1.5,115.6,86.8,,,1.99,,,,,58.4289
1/1/1988,"103,758",102380,9.29,5094,4703,17790,17669,12578.7,1271,5.7,6.3,62,14.2,6.1,2.6,1.4,116,90.8,,,1.37,,,,,58.318
2/1/1988,"104,211",102951,9.29,5162,4668,17823,17700,12669.7,1473,5.7,6.2,62.1,14.4,5.9,2.6,1.4,116.2,91.6,,,2,,,,,58.4858
3/1/1988,"104,487",103693,9.31,5201,4812,17844,17743,12703.8,1532,5.7,5.9,61.9,13.7,5.7,2.6,1.4,116.5,94.6,,,2.12,,,,,58.679
4/1/1988,"104,732",104587,9.36,5227,5079,17874,17796,12735.3,1573,5.4,5.3,62.2,13.3,5.6,2.4,1.3,117.2,91.2,,,2.27,,,,,59.2056
5/1/1988,"104,961",105347,9.41,5228,5263,17892,17848,12776.1,1421,5.6,5.4,62,13.8,5.7,2.7,1.4,117.5,94.8,,,1.94,,,,,59.1296
6/1/1988,"105,324",106208,9.42,5261,5457,17916,18017,12825.8,1478,5.4,5.5,62.3,13.1,5.9,2.6,1.3,118,94.7,,,2.21,,,,,59.2533
7/1/1988,"105,546",105315,9.45,5270,5566,17926,17867,12864,1467,5.4,5.5,62.3,13.4,5.6,2.6,1.3,118.5,93.4,,,2.02,,,,,59.2561
8/1/1988,"105,670",105477,9.46,5268,5604,17891,17985,12895,1493,5.6,5.4,62.4,13.6,5.4,2.5,1.3,119,97.4,,,1.78,,,,,59.3052
9/1/1988,"106,009",106341,9.51,5270,5538,17914,18046,12908.8,1492,5.4,5.2,62.4,13.6,5.4,2.5,1.3,119.5,97.3,,,1.58,,,,,59.5225
10/1/1988,"106,277",107013,9.56,5262,5502,17966,18061,12903.6,1522,5.4,5,62.5,13.4,5.4,2.5,1.3,119.9,94.1,,,1.99,,,,,59.8049
11/1/1988,"106,616",107500,9.58,5273,5401,18003,18086,12910.8,1569,5.3,5.2,62.7,12.6,5.3,2.5,1.2,120.3,93,,,2.08,,,,,59.9806
12/1/1988,"106,906",107722,9.6,5277,5205,18025,18056,12927.5,1563,5.3,5,62.6,12.9,5.4,2.5,1.2,120.7,91.9,,,1.92,,,,,60.2634
1/1/1989,"107,168",105743,9.65,5289,4891,18057,17939,12962.7,1621,5.4,6,62.9,12.6,5.6,2.5,1.2,121.2,97.9,,,1.89,,,,,60.7966
2/1/1989,"107,426",106170,9.68,5278,4785,18055,17925,13000.5,1425,5.2,5.6,62.9,12.4,5,2.3,1.1,121.6,95.4,,,1.75,,,,,60.1629
3/1/1989,"107,619",106813,9.7,5260,4866,18060,17949,13078,1422,5,5.2,62.9,12.3,4.9,2.3,1.1,122.2,94.3,,,1.64,,,,,60.0705
4/1/1989,"107,792",107611,9.75,5295,5143,18055,17968,13092.4,1339,5.2,5.1,62.9,12.5,4.9,2.4,1.1,123.1,91.5,,,1.49,,,,,60.2427
5/1/1989,"107,910",108294,9.73,5299,5334,18040,17996,13128.3,1331,5.2,5,62.9,12,4.8,2.2,1.1,123.7,90.7,,,1.1,,,,,59.6578
6/1/1989,"108,026",108937,9.77,5298,5499,18013,18111,13154.5,1397,5.3,5.5,63,11.1,4.9,2.3,1,124.1,90.6,,,0.85,,,,,59.8103
7/1/1989,"108,066",107848,9.82,5317,5617,17980,17930,13159,1427,5.2,5.3,63,11.8,5.1,2.4,1.2,124.5,92,,,0.73,,,,,59.1345
8/1/1989,"108,115",107927,9.83,5330,5671,17964,18070,13185.5,1332,5.2,5.1,63.1,11.4,5.3,2.4,1,124.5,89.6,,,1.02,,,,,59.6846
9/1/1989,"108,365",108724,9.87,5323,5597,17922,18062,13171.9,1279,5.3,5.1,62.8,11.5,5.1,2.4,1.1,124.8,95.8,,,1.03,,,,,59.535
10/1/1989,"108,476",109217,9.93,5347,5586,17895,17997,13139.2,1410,5.3,5,62.9,11.9,4.8,2.4,1.1,125.4,93.9,,,0.95,,,,,59.4232
11/1/1989,"108,753",109657,9.93,5364,5490,17886,17967,13139.7,1351,5.4,5.2,63,11.7,5.2,2.5,1.1,125.9,90.9,,,1.15,,,,,59.5449
12/1/1989,"108,849",109666,9.98,5309,5231,17881,17909,13072,1251,5.4,5.1,63,11.6,5.2,2.5,1.1,126.3,90.5,,,1.18,,,,,59.6053
1/1/1990,"109,184",107573,10.02,5422,4974,17797,17649,13257.4,1551,5.4,6,63.2,11.8,5.4,2.5,1.1,127.5,93,,,1.62,,,,,59.4582
2/1/1990,"109,432",108069,10.07,5416,4933,17893,17727,13223.9,1437,5.3,5.9,63.2,11.6,5.4,2.4,1.1,128,89.5,,,1.35,,,0.18,,60.3535
3/1/1990,"109,647",108724,10.11,5392,4989,17868,17723,13226.2,1289,5.2,5.5,63.2,11.7,5.6,2.4,1.1,128.6,91.3,,,1.61,,,0.06,,60.6756
4/1/1990,"109,687",109365,10.12,5355,5174,17845,17734,13238,1248,5.4,5.3,63,11.8,5.8,2.5,1.1,128.9,93.9,,,1.25,,,0.25,,60.5319
5/1/1990,"109,840",110270,10.16,5321,5370,17797,17748,13210.7,1212,5.4,5.2,63.1,11.7,5.7,2.5,1.1,129.1,90.6,,,1.04,,,-0.01,,60.6257
6/1/1990,"109,865",110837,10.2,5303,5523,17776,17870,13197.8,1177,5.2,5.4,62.9,11.6,5.9,2.5,1.1,129.9,88.3,,,1,,,-0.03,,60.826
7/1/1990,"109,829",109568,10.22,5274,5580,17704,17691,13192.2,1171,5.5,5.6,62.8,11.9,6,2.6,1.2,130.5,88.2,,,0.57,,,-0.13,,60.7183
8/1/1990,"109,619",109450,10.24,5234,5581,17649,17803,13159.9,1115,5.7,5.5,62.7,12.2,6.2,2.8,1.3,131.6,76.4,,,0.35,,,0.2,,60.9047
9/1/1990,"109,517",110045,10.28,5197,5487,17609,17786,13144.4,1110,5.9,5.6,62.5,12.4,6.7,2.9,1.3,132.5,72.8,,,-0.2,,,0.59,,60.9152
10/1/1990,"109,370",110242,10.3,5134,5379,17577,17694,13133.7,1014,5.9,5.5,62.5,12.2,6.6,3,1.3,133.4,63.9,,,-0.17,,,0.81,,60.4094
11/1/1990,"109,220",110205,10.32,5095,5208,17428,17501,13119.7,1145,6.2,5.9,62.3,12.4,6.4,3.1,1.5,133.7,66,,,-0.37,,,0.82,,59.7349
12/1/1990,"109,163",109976,10.35,5047,4963,17395,17413,13088.6,969,6.3,6,62.2,12.5,6.9,3.1,1.4,134.2,65.5,,,-0.39,,,1.02,,59.2756
1/1/1991,"109,042",107426,10.38,4972,4530,17330,17184,13072.7,798,6.4,7.1,62,12.2,7,3.4,1.5,134.7,66.8,,,-0.31,,,0.9,,58.8383
2/1/1991,"108,735",107394,10.39,4929,4451,17211,17053,12994.9,965,6.6,7.3,61.9,12.7,7.3,3.5,1.6,134.8,70.4,,,-0.39,,,0.65,,58.4327
3/1/1991,"108,577",107683,10.41,4881,4485,17140,17001,12963.9,921,6.8,7.2,61.8,12.9,6.8,3.7,1.7,134.8,87.7,,,-0.39,,,0.29,,58.0488
4/1/1991,"108,365",108072,10.46,4842,4666,17093,16987,12906.1,1001,6.7,6.5,62,13.5,7.2,3.6,1.7,135.1,81.8,,,-0.01,,,0.22,,58.2537
5/1/1991,"108,249",108754,10.49,4800,4853,17070,17037,12880.5,996,6.9,6.7,61.6,12.9,7.5,3.7,1.8,135.6,78.3,,,0.39,,,-0.02,,58.6787
6/1/1991,"108,337",109235,10.51,4782,4990,17044,17134,12877.8,1036,6.9,7,61.7,13.7,7.8,3.8,2,136,82.1,,,0.79,,,0.17,,59.3255
7/1/1991,"108,297",108033,10.54,4752,5053,17015,17001,12870.4,1063,6.8,6.8,61.6,13.8,8.1,3.8,1.9,136.2,82.9,,,1.17,,,0.04,,59.5402
8/1/1991,"108,314",108125,10.56,4733,5073,17025,17175,12872.3,1049,6.9,6.6,61.5,13.9,8.2,3.8,2,136.6,82,,,0.83,,,-0.18,,59.6334
9/1/1991,"108,334",108842,10.58,4728,5011,17010,17178,12853.4,1015,6.9,6.5,61.6,14,8.3,3.8,2,137,83,,,0.88,,,-0.13,,60.3136
10/1/1991,"108,359",109212,10.59,4698,4939,16999,17110,12834.2,1079,7,6.5,61.5,14.4,8.5,3.8,2.1,137.2,78.3,,,0.75,,,-0.13,,60.1967
11/1/1991,"108,303",109229,10.61,4640,4751,16961,17027,12819.1,1103,7,6.7,61.4,14.8,8.8,3.8,2.1,137.8,69.1,,,0.63,,,-0.08,,60.086
12/1/1991,"108,325",109113,10.64,4647,4562,16916,16932,12819.9,1079,7.3,6.9,61.2,15.4,8.7,4,2.3,138.2,68.2,,,0.65,,,-0.03,,59.988
1/1/1992,"108,374",106726,10.65,4667,4235,16839,16703,12816.2,1176,7.3,8.1,61.5,16.1,8.6,4,2.4,138.3,67.5,118643,146913,0.75,,,-0.06,,59.6307
2/1/1992,"108,317",106979,10.67,4612,4146,16829,16679,12821.5,1250,7.4,8.2,61.3,16.7,8.8,4.2,2.5,138.6,68.8,118514,147270,0.93,,,-0.24,114535,60.2058
3/1/1992,"108,369",107498,10.69,4621,4231,16805,16677,12820.5,1297,7.4,7.8,61.5,17.1,8.6,4.2,2.5,139.1,76,117719,146831,1.09,,,-0.36,120025,60.8469
4/1/1992,"108,526",108333,10.72,4603,4450,16831,16733,12840.1,1099,7.4,7.2,61.6,17.4,9,4.2,2.4,139.4,77.2,118192,148082,1.18,,,-0.46,124470,61.1961
5/1/1992,"108,653",109140,10.74,4605,4663,16835,16795,12837.4,1214,7.6,7.3,61.5,17.8,9,4.4,2.7,139.7,79.2,118552,149015,1.31,,,-0.7,125822,61.5514
6/1/1992,"108,718",109629,10.77,4584,4791,16826,16917,12845.1,1145,7.8,8,61.5,18.2,9.3,4.4,2.9,140.1,80.4,118557,149821,1.26,,,-0.63,122834,61.7374
7/1/1992,"108,792",108611,10.79,4570,4869,16819,16813,12822.6,1139,7.7,7.7,61.6,18.1,8.6,4.3,2.8,140.5,76.6,119078,150809,1.12,,,-0.47,122590,62.3059
