DATE,PAYEMS,PAYNSA,AHETPI,USCONS,USCONS_NSA,MANEMP,MANEMP_NSA,USTRADE,HOUST,UNRATE,UNRATENSA,EMRATIO,UEMPMEAN,UEMPMED,U2RATE,U1RATE,CPIAUCSL,UMCSENT,RRSFS,RSXFS,USSLIND,SPCS20RSA,SPCS2-RNSA,KCFSI,DGORDER,IPMAN
12/1/2009,"129,781",130690,18.84,5654,5566,11475,11494,14326.4,581,9.9,9.7,58.3,29.7,25.2,6.3,5.8,217.347,72.5,159291,308518,0.55,146.2321843,145.8940116,0.55,159713,90.0171
1/1/2010,"129,799",127820,18.89,5580,5197,11460,11357,14393.1,614,9.8,10.6,58.5,30.3,22.3,6.1,5.8,217.488,74.4,159205,308751,0.5,146.9198409,145.3068727,0.51,182987,91.1193
2/1/2010,"129,726",128255,18.92,5500,5088,11453,11340,14395.7,604,9.8,10.4,58.5,29.8,21,6.2,5.8,217.281,73.6,159625,308568,0.72,146.9300793,144.0570946,0.29,176497,91.1423
3/1/2010,"129,919",129089,18.92,5537,5213,11453,11367,14442.7,636,9.9,10.2,58.5,31.6,20.3,6.2,5.9,217.353,73.6,163128,316150,0.92,146.3498514,143.3394991,0.08,179211,92.3258
4/1/2010,"130,140",130212,18.96,5553,5418,11489,11425,14423.3,687,9.9,9.5,58.7,33.3,21.2,6.1,5.9,217.403,72.2,164255,318437,1.01,147.0492906,144.5630166,0.1,187274,93.1899
5/1/2010,"130,662",131330,19.01,5520,5561,11525,11499,14435.6,583,9.6,9.3,58.6,34,21,6,5.8,217.29,73.6,163039,315608,1.35,147.2585033,146.4648789,0.63,186393,94.5751
6/1/2010,"130,522",131448,19.03,5516,5698,11545,11613,14436.1,536,9.4,9.6,58.5,34.5,21.9,5.9,5.8,217.199,76,162897,314973,1.38,147.0194537,147.9859917,0.82,186484,94.5231
7/1/2010,"130,444",130111,19.05,5508,5763,11561,11614,14445.6,546,9.4,9.7,58.5,33.9,21.5,5.9,5.7,217.605,67.8,162890,315424,1.3,146.3925043,148.8805789,0.45,190077,95.1211
8/1/2010,"130,428",130175,19.1,5524,5819,11553,11651,14450,599,9.5,9.5,58.6,33.7,21.1,5.9,5.5,217.923,68.9,163592,317103,0.79,145.5413594,148.4887236,0.12,192410,95.3972
9/1/2010,"130,365",130669,19.11,5501,5733,11563,11638,14472.6,594,9.5,9.2,58.5,33.4,21.5,5.9,5.5,218.275,68.2,164621,319901,0.48,144.5348682,147.2567728,0.16,200338,95.4918
10/1/2010,"130,632",131641,19.2,5508,5733,11562,11619,14503.7,543,9.4,9,58.3,34,20.9,5.8,5.6,219.035,67.7,166063,324218,0.78,143.603596,145.2359169,0.14,194980,95.6193
11/1/2010,"130,761",131947,19.21,5506,5628,11585,11610,14480,545,9.8,9.3,58.2,33.9,21.6,6.2,5.6,219.59,71.6,167280,327620,1.32,143.2557586,143.7685342,0.01,195734,95.6373
12/1/2010,"130,834",131641,19.22,5467,5369,11595,11604,14467.4,539,9.3,9.1,58.3,34.7,22.4,5.7,5.6,220.472,74.5,167502,329707,1.48,142.9431003,142.3923479,-0.04,194759,96.0129
1/1/2011,"130,878",128778,19.32,5427,5046,11621,11524,14531.4,630,9.1,9.8,58.3,37.2,22,5.5,5.5,221.187,74.2,168205,332559,1.42,142.570718,140.7764376,-0.19,204128,96.2676
2/1/2011,"131,060",129592,19.32,5451,5049,11654,11542,14553.6,517,9,9.5,58.4,37.4,22.4,5.5,5.3,221.898,77.5,168983,334544,1.48,142.0815882,139.0546272,-0.45,194899,96.3948
3/1/2011,"131,314",130499,19.31,5477,5158,11675,11588,14584.2,600,9,9.2,58.4,39.1,22,5.4,5.3,223.046,67.5,169683,337858,1.59,140.5806561,137.6397508,-0.36,210464,96.9973
4/1/2011,"131,637",131715,19.36,5485,5364,11704,11640,14641.7,554,9.1,8.7,58.4,38.7,20.6,5.4,5.2,224.093,69.8,169928,340212,1.46,140.6792046,138.4304509,-0.33,201736,96.3727
5/1/2011,"131,718",132399,19.41,5516,5556,11713,11690,14640.2,561,9,8.7,58.3,39.6,20.8,5.4,5.3,224.806,74.3,169213,339352,1.22,140.4163315,139.8788795,-0.4,205946,96.5157
6/1/2011,"131,952",132889,19.42,5528,5728,11727,11801,14675.7,608,9.1,9.3,58.2,39.9,20.5,5.3,5.3,224.806,71.5,170401,341532,1.18,140.330553,141.5036864,-0.06,200008,96.5954
7/1/2011,"132,024",131615,19.48,5547,5808,11746,11813,14717.5,623,9,9.3,58.2,40.7,20.8,5.3,5.3,225.395,63.7,169893,341414,1.24,140.3036425,142.8891796,-0.15,208990,97.0976
8/1/2011,"132,136",131890,19.48,5552,5845,11764,11863,14714.9,585,9,9.1,58.3,40.5,19.7,5.2,5.4,226.106,55.8,169753,342104,1.55,140.0360011,142.9719676,0.61,215074,97.4749
9/1/2011,"132,369",132636,19.49,5584,5817,11769,11840,14738.7,650,9,8.8,58.4,40.4,19.2,5.2,5.4,226.597,59.5,170965,345346,1.33,139.3941049,141.9668387,0.66,208403,97.7682
10/1/2011,"132,578",133558,19.56,5588,5808,11780,11826,14743.8,610,8.8,8.5,58.4,38.7,19.1,5.1,5.1,226.75,60.8,172127,348095,1.53,138.6267357,140.0510302,0.81,209201,98.3563
11/1/2011,"132,723",133893,19.56,5593,5707,11770,11790,14751.3,711,8.6,8.2,58.6,40.2,19.9,5,5,227.169,63.7,172370,349379,1.76,137.9082646,138.1842281,0.38,216898,97.9894
12/1/2011,"132,924",133718,19.56,5611,5512,11802,11800,14745.5,694,8.5,8.3,58.6,40.4,20.4,4.9,4.9,227.223,69.9,172405,349798,1.72,137.3395765,136.5950105,0.55,226410,98.6129
1/1/2012,"133,272",131113,19.58,5626,5237,11838,11735,14813.1,723,8.3,8.8,58.4,40.2,17.5,4.7,4.8,227.842,75,173505,352643,1.91,137.1178337,135.2089063,0.57,224677,99.5986
2/1/2012,"133,505",132067,19.6,5629,5219,11860,11751,14784.4,704,8.3,8.7,58.5,39.7,18.4,4.6,4.7,228.329,75.3,175204,357047,1.84,137.0573898,134.0775937,0.11,224092,99.9652
3/1/2012,"133,769",132971,19.65,5625,5313,11898,11822,14820,695,8.2,8.4,58.5,39.3,18.8,4.5,4.6,228.807,76.2,175632,358917,1.82,136.8438673,134.0686949,-0.09,220496,99.4746
4/1/2012,"133,841",133854,19.69,5618,5488,11916,11852,14831.3,753,8.2,7.7,58.4,39.2,19.9,4.4,4.6,229.187,76.4,174564,356669,1.7,137.8692047,135.979651,0.01,218897,100.1596
5/1/2012,"133,958",134667,19.68,5604,5651,11927,11913,14829.4,708,8.2,7.9,58.5,39.6,18.6,4.5,4.6,228.713,79.3,174616,356057,1.63,139.444946,139.1991373,0.15,217012,99.7977
6/1/2012,"134,026",135005,19.72,5621,5825,11936,12024,14810,757,8.2,8.4,58.6,40.3,17.7,4.6,4.7,228.524,73.2,173191,352240,1.41,140.9856909,142.3578486,0.11,218729,100.0977
7/1/2012,"134,182",133795,19.75,5632,5893,11964,12037,14803.7,740,8.2,8.6,58.5,39.3,15.8,4.6,4.5,228.59,72.3,173825,353671,1.39,141.9330895,144.5811167,-0.02,224611,100.0058
8/1/2012,"134,355",134175,19.74,5648,5926,11960,12058,14811,754,8.1,8.2,58.4,39.6,17.2,4.4,4.5,229.918,74.3,174803,358149,1.38,142.8996129,145.8157605,-0.32,202598,99.8497
9/1/2012,"134,549",134802,19.79,5661,5885,11954,12023,14845.9,847,7.8,7.6,58.7,39.8,17.6,4.2,4.4,231.015,78.3,175598,361618,1.57,143.7817819,146.2274696,-0.41,216919,99.847
10/1/2012,"134,702",135649,19.79,5674,5888,11961,11994,14867.1,915,7.8,7.5,58.8,39.6,17.1,4.2,4.4,231.638,82.6,175220,362081,1.79,144.7551526,146.0364186,-0.35,218153,99.645
11/1/2012,"134,832",136039,19.85,5684,5788,11950,11954,14930.1,833,7.7,7.4,58.7,39,17.1,4.2,4.2,231.249,82.7,176168,362959,1.34,145.7607199,145.8211069,-0.47,218345,100.4067
12/1/2012,"135,075",135964,19.89,5724,5634,11960,11958,14905.1,976,7.9,7.6,58.7,37.6,17,4.2,4.3,231.221,72.9,177035,364585,1.52,147.066702,146.0784619,-0.46,230294,101.1522
1/1/2013,"135,282",133081,19.95,5746,5353,11983,11880,14928.6,888,8,8.5,58.6,35.6,16.2,4.3,4.2,231.679,73.8,177886,367229,1.6,148.3008426,146.1484569,-0.38,216919,100.8774
2/1/2013,"135,547",134120,19.99,5784,5386,11996,11901,14941.7,970,7.7,8.1,58.6,36.4,16.5,4.2,4.2,232.937,77.6,178848,371742,1.97,149.6505331,146.5075533,-0.65,229202,101.4162
3/1/2013,"135,703",134918,20.02,5802,5501,11999,11935,14941.4,999,7.5,7.6,58.5,37,16.5,4,4.1,232.282,78.6,178166,368806,1.74,151.3226294,148.4426057,-0.59,211757,101.2442
4/1/2013,"135,882",135923,20.04,5796,5677,12000,11945,14961.7,826,7.6,7.1,58.6,36.5,16.3,4.1,4.1,231.797,76.4,178024,367944,1.63,153.873054,152.244994,-0.55,220286,100.8452
5/1/2013,"136,122",136816,20.06,5829,5871,12000,11995,14996.2,920,7.5,7.3,58.6,36.8,17.1,3.9,4.1,231.893,84.5,178609,369297,1.57,156.0092474,156.056867,-0.6,231193,101.0522
6/1/2013,"136,280",137226,20.11,5855,6042,12004,12086,15039.8,852,7.5,7.8,58.6,36.4,17.3,3.9,4,232.445,84.1,178871,371097,1.47,157.7897857,159.4560057,-0.39,240895,101.2748
7/1/2013,"136,391",136052,20.15,5859,6119,11984,12054,15080.5,891,7.3,7.7,58.7,37.3,15.4,3.8,3.9,232.9,85.1,179571,373235,1.48,159.5491061,162.3818568,-0.55,215452,100.1369
8/1/2013,"136,651",136488,20.18,5878,6152,12014,12107,15123.2,898,7.2,7.3,58.7,37.6,15.9,3.8,3.8,233.456,82.1,178836,372370,1.66,161.4114932,164.4866259,-0.71,221749,101.1264
9/1/2013,"136,852",137096,20.21,5910,6128,12032,12091,15156.7,860,7.2,7,58.7,37.4,15.8,3.8,3.8,233.544,77.5,178795,372188,1.77,163.1995419,165.6041629,-0.75,231395,101.201
10/1/2013,"137,062",138019,20.26,5931,6139,12056,12080,15195.6,921,7.2,7,58.3,35.1,15.8,4,3.7,233.669,73.2,179610,373677,1.41,164.7181158,165.8982767,-0.75,224605,101.3683
11/1/2013,"137,283",138543,20.31,5963,6056,12079,12080,15199.8,1104,6.9,6.6,58.6,36.6,14.5,3.7,3.7,234.1,75.1,179852,374102,1.57,165.9430217,165.803783,-0.86,238295,101.3962
12/1/2013,"137,376",138292,20.34,5932,5842,12083,12084,15285.6,1010,6.7,6.5,58.7,36.5,13.7,3.5,3.6,234.719,82.5,180218,376786,1.48,166.859677,165.6269022,-0.9,230735,101.3326
1/1/2014,"137,550",135488,20.39,5981,5609,12082,11987,15256.3,902,6.6,7,58.8,35.3,13.2,3.5,3.4,235.347,81.2,177950,373079,1.82,167.8173381,165.4015927,-0.87,221898,100.2264
2/1/2014,"137,732",136229,20.5,6007,5612,12105,12019,15229.9,948,6.7,7,58.7,36.4,12.8,3.5,3.5,235.522,81.6,180075,377749,1.4,168.5923354,165.3536543,-0.81,229822,101.3342
3/1/2014,"137,993",137187,20.48,6041,5746,12121,12061,15248.8,973,6.7,6.8,58.9,35.3,13.3,3.5,3.5,235.956,80,182119,382663,1.43,169.7982393,166.7967936,-0.76,233750,102.1423
4/1/2014,"138,304",138325,20.52,6081,5970,12135,12079,15295.6,1038,6.3,5.9,58.9,34.9,13.6,3.3,3.2,236.463,84.1,183401,386533,1.73,169.9707298,168.7212416,-0.82,236290,102.1092
5/1/2014,"138,556",139237,20.55,6111,6158,12147,12139,15307.5,987,6.3,6.1,58.9,34.2,13,3.2,3.1,236.867,81.9,183366,386798,1.88,170.2486881,170.6037446,-0.99,232665,102.3351
6/1/2014,"138,862",139824,20.58,6131,6321,12171,12254,15347.9,928,6.1,6.3,59,33.9,13,3.1,3,237.188,82.5,183438,387342,2,170.4858549,172.2959117,-0.96,238124,102.677
7/1/2014,"139,058",138745,20.62,6174,6438,12190,12259,15369.5,1085,6.2,6.5,59,32.7,13.2,3.1,3,237.485,81.8,183459,387623,1.91,170.5373202,173.2929348,-0.89,290709,102.9589
8/1/2014,"139,284",139125,20.67,6204,6476,12206,12296,15374.7,984,6.2,6.3,59,32,12.9,3,2.9,237.439,82.5,185123,391162,1.63,170.6525178,173.6224889,-0.82,238736,102.5953
9/1/2014,"139,568",139812,20.68,6236,6450,12224,12276,15406.3,999,5.9,5.7,59.1,31.9,11.9,2.9,2.8,237.452,84.6,184748,389808,1.9,171.3202311,173.4394448,-0.71,235647,102.6253
10/1/2014,"139,823",140866,20.71,6254,6460,12256,12274,15447.6,1094,5.7,5.5,59.3,32.4,11.5,2.8,2.7,237.447,86.9,185471,390708,2.04,172.2612598,173.2242911,-0.32,230525,102.6336
11/1/2014,"140,130",141331,20.77,6270,6365,12282,12283,15501.9,994,5.8,5.5,59.2,32.8,11.5,2.9,2.7,237.042,88.8,186510,392405,1.75,173.066813,172.7908487,-0.7,228416,103.5917
12/1/2014,"140,381",141326,20.73,6295,6205,12291,12294,15495.5,1081,5.6,5.4,59.3,32.6,11.8,2.8,2.6,236.27,93.6,185941,388894,2.02,174.134958,172.8257892,-0.48,223741,103.2139
1/1/2015,"140,592",138511,20.81,6332,5953,12296,12203,15501.7,1101,5.7,6.1,59.3,32.2,10.9,2.7,2.7,234.836,98.1,185631,385630,1.64,175.0530279,172.6408167,-0.37,226806,102.8107
2/1/2015,"140,859",139343,20.84,6356,5962,12301,12219,15521.6,887,5.5,5.8,59.3,31.1,11.6,2.7,2.5,235.274,95.4,184531,383816,1.66,176.4921952,173.4305088,-0.42,219304,102.3092
3/1/2015,"140,937",140099,20.88,6340,6051,12313,12254,15545.1,974,5.5,5.6,59.3,30.5,11.3,2.7,2.4,235.956,93,187418,391247,1.63,177.8873112,174.978797,-0.48,230337,102.5586
4/1/2015,"141,219",141283,20.92,6390,6300,12318,12267,15568.8,1200,5.4,5.1,59.3,30.8,11.3,2.6,2.3,236.165,95.9,187235,390624,1.68,177.8417745,176.987797,-0.65,226960,102.6304
5/1/2015,"141,545",142224,20.99,6428,6491,12336,12319,15597.2,1066,5.5,5.3,59.4,30.5,11,2.8,2.4,236.952,90.7,188324,394564,1.91,178.3327587,178.912243,-0.74,220679,102.5418
6/1/2015,"141,736",142700,21.01,6444,6633,12340,12423,15615,1201,5.3,5.5,59.4,28.3,11,2.6,2.3,237.618,96.1,187796,394465,1.72,178.7640667,180.6098,-0.6,233102,102.2469
7/1/2015,"141,992",141747,21.03,6466,6718,12355,12426,15635.6,1140,5.2,5.6,59.3,28.2,11.3,2.6,2.2,237.993,93.1,188830,397256,1.8,179.177146,181.7870365,-0.45,231512,102.8702
8/1/2015,"142,156",141939,21.1,6485,6754,12346,12434,15629.7,1134,5.1,5.2,59.4,28.3,11.5,2.5,2.2,237.989,91.9,188913,397197,1.8,179.4374363,182.3060023,-0.34,227210,102.8301
9/1/2015,"142,244",142497,21.1,6498,6704,12345,12395,15620.5,1209,5,4.9,59.2,26,11.4,2.4,2.1,237.467,87.2,189288,397083,1.76,180.6264175,182.5028739,-0.16,221142,102.5695
10/1/2015,"142,595",143645,21.2,6540,6740,12358,12374,15661.9,1059,5,4.8,59.3,27.6,11.3,2.5,2.1,237.764,90,188681,395853,1.56,181.6904226,182.480373,-0.29,227110,102.7317
11/1/2015,"142,859",144066,21.21,6592,6685,12354,12355,15704.2,1176,5,4.8,59.4,27.9,10.5,2.5,2.1,238.072,91.3,189232,397463,1.55,182.8656199,182.5090677,-0.35,225927,102.644
12/1/2015,"143,093",144063,21.25,6632,6542,12360,12368,15677.8,1138,5,4.8,59.6,27.7,10.6,2.4,2.1,237.827,92.6,190372,398762,1.6,183.7659752,182.4331228,-0.2,220920,102.4048
1/1/2016,"143,196",141088,21.31,6636,6252,12384,12293,15704.7,1123,4.9,5.3,59.7,29.4,11.1,2.3,2,237.99,92,188315,395246,1.43,184.7695516,182.3569183,0.15,226580,103.0236
2/1/2016,"143,453",141919,21.34,6649,6256,12367,12290,15762.9,1209,4.9,5.2,59.8,29,10.6,2.4,2.1,237.532,91.7,189957,396930,1.76,185.7151103,182.7920178,0.22,215886,102.8557
3/1/2016,"143,688",142814,21.41,6690,6402,12348,12288,15807.8,1128,5,5.1,59.8,28.4,10.1,2.4,2.1,238.022,91,189593,397086,1.56,187.4178638,184.522146,-0.14,218633,102.6789
4/1/2016,"143,862",143909,21.46,6699,6614,12354,12300,15815.7,1164,5,4.7,59.7,28.1,10.1,2.4,2.1,238.843,89,190180,399739,1.49,187.2015508,186.6027701,-0.22,229021,102.6539
5/1/2016,"143,896",144557,21.48,6693,6758,12336,12316,15814.5,1119,4.7,4.5,59.7,26.7,10.2,2.3,1.9,239.439,94.7,190342,401076,1.38,187.5182834,188.2393421,-0.3,222159,102.4677
6/1/2016,"144,181",145222,21.52,6698,6913,12357,12440,15836.3,1190,4.9,5.1,59.7,28,10.8,2.4,2,240.074,93.5,191842,405580,1.4,187.9409838,189.79661,-0.27,211453,102.7326
7/1/2016,"144,506",144248,21.58,6728,6989,12371,12444,15851,1223,4.9,5.1,59.7,28,10.3,2.3,2,240.058,90,191514,404835,1.35,188.3620008,190.8810212,-0.32,220039,102.82
8/1/2016,"144,681",144502,21.61,6731,6997,12347,12438,15867,1164,4.9,5,59.8,27.3,10.1,2.4,1.9,240.569,89.8,191296,404897,1.52,188.663447,191.5154596,-0.22,221425,102.4555
9/1/2016,"144,945",145168,21.64,6763,6971,12340,12383,15878.2,1062,5,4.8,59.7,27,10.4,2.5,2,241.017,91.2,192121,407368,1.4,189.8907209,191.6244314,-0.32,220333,102.6961
10/1/2016,"145,085",146049,21.7,6787,6981,12337,12358,15882.5,1328,4.9,4.7,59.7,26.6,10.3,2.4,2,241.667,87.2,192818,410517,1.3,190.9169901,191.6032735,-0.4,233739,102.9071
11/1/2016,"145,257",146482,21.72,6811,6903,12339,12338,15875.4,1149,4.6,4.4,59.8,25.9,10.4,2.2,1.8,242.081,93.8,192360,409616,1.72,192.2801661,191.9029411,-0.2,223079,103.1081
12/1/2016,"145,437",146270,21.78,6822,6700,12351,12354,15890.4,1268,4.7,4.5,59.8,25.9,9.8,2.3,1.9,242.784,98.2,193151,413796,1.42,193.6728216,192.3387838,-0.43,223681,103.3225
1/1/2017,"145,696",143393,21.81,6873,6459,12369,12277,15912.8,1236,4.8,5.1,59.9,25.3,10.4,2.3,1.9,244.028,98.5,194524,418247,1.53,195.2202356,192.756178,-0.34,224395,103.7558
2/1/2017,"145,896",144423,21.85,6919,6527,12390,12315,15891.2,1288,4.7,4.9,60,25.1,10.3,2.3,1.8,244.102,96.3,193572,416196,1.36,196.4389762,193.5228292,-0.56,227461,104.0198
3/1/2017,"145,969",145078,21.89,6922,6634,12400,12340,15859.4,1189,4.5,4.6,60.2,25.4,10.1,2.2,1.7,243.717,96.9,194074,416718,1.5,198.3751257,195.397876,-0.55,232817,103.3405
4/1/2017,"146,144",146101,21.94,6917,6816,12410,12349,15855.2,1154,4.4,4.1,60.2,24.3,9.8,2.2,1.7,244.087,97,194417,418413,1.49,197.8008805,197.3035242,-0.54,230986,104.7605
5/1/2017,"146,299",146937,21.98,6924,6990,12414,12389,15845.2,1129,4.3,4.1,60,24.8,9.5,2.1,1.7,243.911,97.1,194645,418381,1.37,198.2461466,199.0426898,-0.64,230976,104.2399
6/1/2017,"146,538",147578,22.02,6940,7157,12428,12508,15848.6,1217,4.3,4.5,60.1,24.9,9.1,2.2,1.7,244.032,95,194437,418025,1.45,198.5565705,200.4688615,-0.56,245705,104.382
7/1/2017,"146,728",146486,22.06,6934,7197,12424,12498,15847.6,1185,4.3,4.6,60.2,25,9.4,2.1,1.7,244.236,93.4,195201,420258,1.18,199.3179787,201.8796207,-0.71,228981,104.0846
8/1/2017,"146,949",146801,22.11,6962,7228,12463,12555,15851.5,1172,4.4,4.5,60.1,24.3,,2.2,1.7,245.262,96.8,194287,419882,1.23,199.65824,202.6078436,-0.74,233709,103.9011
9/1/2017,"146,963",147177,22.2,6971,7177,12469,12509,15853.3,1159,4.2,4.1,60.4,26.6,,2.1,1.7,246.392,95.1,197333,429623,1.1,201.5850935,203.3202101,-0.65,239313,104.1054
10/1/2017,"147,234",148203,22.18,6988,7182,12489,12509,15859.8,1261,4.1,3.9,60.2,25.8,,2,1.6,246.583,100.7,198500,432584,1.56,202.9936798,203.6650283,-0.8,238324,105.5276
11/1/2017,"147,450",148783,22.23,7030,7117,12519,12522,15887,1299,4.1,3.9,60.1,25.2,,2,1.6,247.411,98.5,199331,436032,1.39,204.488288,204.1066495,-0.71,242477,105.7942
12/1/2017,"147,610",148558,22.31,7063,6971,12540,12545,15861.4,1209,4.1,3.9,60.1,23.6,,2,1.5,247.91,95.9,198984,435673,1.4,205.7993137,204.4468652,-0.78,249067,105.7777
1/1/2018,"147,810",145473,22.34,7099,6692,12555,12459,15876.8,1326,4.1,4.5,60.1,24.1,,2,1.5,249.245,95.7,197397,434364,,,,-0.82,240029,105.8657
,,,,,,,,,,,,,,,,,,,,,,,,-0.44,,
